,x
389,1.045825048317698
390,1.035470344869008
391,1.0252181632366415
392,1.0150674883531103
393,1.0050173152010995
394,0.9950666487139596
395,0.9852145036771878
396,0.975459904630879
397,0.9658018857731476
398,0.9562394908645026
399,0.946771773133171
400,0.937397795181357
401,0.9281166288924328
402,0.9189273553390426
403,0.9098290646921214
404,0.9008208561308134
405,0.8919018377532802
406,0.8830711264883963
407,0.8743278480083133
408,0.8656711366418943
409,0.8571001352890043
410,0.8486139953356479
411,0.8402118765699484
412,0.8318929470989588
413,0.8236563832662958
414,0.81550136957059
415,0.8074270985847427
416,0.7994327708759827
417,0.7915175949267156
418,0.7836807870561542
419,0.7759215713427267
420,0.7682391795472544
421,0.7606328510368855
422,0.7531018327097875
423,0.7456453789205818
424,0.7382627514065165
425,0.7309532192143726
426,0.7237160586280916
427,0.7165505530971205
428,0.7094559931654657
429,0.7024316764014513
430,0.6954769073281697
431,0.6885909973546234
432,0.681773264707548
433,0.6750230343639089
434,0.6683396379840681
435,0.6617224138456121
436,0.6551707067778337
437,0.648683868096865
438,0.6422612555414505
439,0.6359022332093569
440,0.6296061714944128
441,0.623372447024171
442,0.6172004425981892
443,0.6110895471269199
444,0.6050391555712079
445,0.5990486688823841
446,0.5931174939429545
447,0.5872450435078757
448,0.5814307361464116
449,0.5756739961845659
450,0.5699742536480852
451,0.5643309442060249
452,0.5587435091148761
453,0.5532113951632438
454,0.547734054617073
455,0.5423109451654188
456,0.5369415298667513
457,0.5316252770957933
458,0.5263616604908845
459,0.5211501589018659
460,0.515990256338481
461,0.5108814419192882
462,0.5058232098210773
463,0.5008150592287894
464,0.4958564942859301
465,0.4909470240454753
466,0.4860861624212627
467,0.4812734281398641
468,0.4765083446929348
469,0.4717904402900345
470,0.4671192478119154
471,0.4624943047642728
472,0.4579151532319532
473,0.453381339833617
474,0.4488924156768485
475,0.4444479363137113
476,0.44004746169674397
477,0.43569055613539
478,0.4313767882528615
479,0.4271057309434271
480,0.4228769613301258
481,0.4186900607228968
482,0.41454461457712566
483,0.4104402124525997
484,0.4063764479728709
485,0.4023529187850208
486,0.39836922651982243
487,0.3944249767522994
488,0.39051977896267276
489,0.38665324649769583
490,0.3828249965323721
491,0.3790346500320516
492,0.37528183171490254
493,0.37156617001475506
494,0.36788729704431195
495,0.3642448485587246
496,0.36063846391952936
497,0.3570677860589401
498,0.353532461444495
499,0.3500321400440545
500,0.34656647529114304
501,0.34313512405063673
502,0.33973774658478884
503,0.3363740065195929
504,0.3330435708114781
505,0.3297461097143347
506,0.32648129674686605
507,0.3232488086602634
508,0.32004832540620143
509,0.31687953010515
510,0.313742109015
511,0.3106357515
512,0.30756015
513,0.304515
514,0.3015
